"Pick","Player","Yrs","Draft"
"3","Darius Miles","7",2000
"4","Marcus Fizer","6",2000
"5","Mike Miller","16",2000
"6","DerMarr Johnson","7",2000
"7","Chris Mihm","8",2000
"8","Jamal Crawford","16",2000
"9","Joel Przybilla","13",2000
"10","Keyon Dooling","13",2000
"11","Jerome Moiso","5",2000
"12","Etan Thomas","9",2000
"13","Courtney Alexander","3",2000
"14","Mateen Cleaves","6",2000
"15","Jason Collier","5",2000
"16","Hedo Turkoglu","15",2000
"17","Desmond Mason","10",2000
"18","Quentin Richardson","13",2000
"19","Jamaal Magloire","12",2000
"20","Speedy Claxton","7",2000
"21","Morris Peterson","11",2000
"22","Donnell Harvey","5",2000
"23","DeShawn Stevenson","13",2000
"24","Dalibor Bagaric","3",2000
"25","Jake Tsakalidis","7",2000
"26","Mamadou N'Diaye","5",2000
"27","Primoz Brezec","8",2000
"28","Erick Barkley","2",2000
"29","Mark Madsen","9",2000
"30","Marko Jaric","7",2000
"31","Dan Langhi","4",2000
"32","A.J. Guyton","3",2000
"33","Jake Voskuhl","9",2000
"34","Khalid El-Amin","1",2000
"35","Mike Smith","1",2000
"36","Soumaila Samake","2",2000
"37","Eddie House","11",2000
"38","Eduardo Najera","12",2000
"39","Lavor Postell","3",2000
"40","Hanno Mottola","2",2000
"41","Chris Carrawell","",2000
"42","Olumide Oyedeji","3",2000
"43","Michael Redd","12",2000
"44","Brian Cardinal","12",2000
"45","Jabari Smith","4",2000
"46","DeeAndre Hulett","",2000
"47","Josip Sesar","",2000
"48","Mark Karcher","",2000
"49","Jason Hart","9",2000
"50","Kaniel Dickens","3",2000
"51","Igor Rakocevic","1",2000
"52","Ernest Brown","1",2000
"53","Dan McClintock","1",2000
"54","Cory Hightower","",2000
"55","Chris Porter","1",2000
"56","Jaquay Walls","",2000
"57","Scoonie Penn","",2000
"58","Pete Mickeal","",2000
"1","Kwame Brown","12",2001
"2","Tyson Chandler","15",2001
"3","Pau Gasol","15",2001
"4","Eddy Curry","11",2001
"5","Jason Richardson","13",2001
"6","Shane Battier","13",2001
"7","Eddie Griffin","5",2001
"8","DeSagana Diop","12",2001
"9","Rodney White","4",2001
"10","Joe Johnson","15",2001
"11","Kedrick Brown","4",2001
"12","Vladimir Radmanovic","12",2001
"13","Richard Jefferson","15",2001
"14","Troy Murphy","12",2001
"15","Steven Hunter","8",2001
"16","Kirk Haston","2",2001
"17","Michael Bradley","5",2001
"18","Jason Collins","13",2001
"19","Zach Randolph","15",2001
"20","Brendan Haywood","13",2001
"21","Joseph Forte","2",2001
"22","Jeryl Sasser","2",2001
"23","Brandon Armstrong","3",2001
"24","Raul Lopez","2",2001
"25","Gerald Wallace","14",2001
"26","Samuel Dalembert","13",2001
"27","Jamaal Tinsley","11",2001
"28","Tony Parker","15",2001
"29","Trenton Hassell","9",2001
"30","Gilbert Arenas","11",2001
"31","Omar Cook","2",2001
"32","Will Solomon","2",2001
"33","Terence Morris","3",2001
"34","Brian Scalabrine","11",2001
"35","Jeff Trepagnier","3",2001
"36","Damone Brown","4",2001
"37","Mehmet Okur","10",2001
"38","Michael Wright","",2001
"39","Earl Watson","13",2001
"40","Jamison Brewer","4",2001
"41","Bobby Simmons","10",2001
"42","Eric Chenowith","",2001
"43","Kyle Hill","",2001
"44","Sean Lampley","2",2001
"45","Loren Woods","6",2001
"46","Ousmane Cisse","",2001
"47","Antonis Fotsis","1",2001
"48","Ken Johnson","1",2001
"49","Ruben Boumtje-Boumtje","3",2001
"50","Alton Ford","3",2001
"51","Andre Hutson","",2001
"52","Jarron Collins","10",2001
"53","Kenny Satterfield","2",2001
"54","Maurice Jeffers","",2001
"55","Robertas Javtokas","",2001
"56","Alvin Jones","1",2001
"57","Bryan Bracey","",2001
"1","Yao Ming","8",2002
"2","Jay Williams","1",2002
"3","Mike Dunleavy","14",2002
"4","Drew Gooden","14",2002
"5","Nikoloz Tskitishvili","4",2002
"6","Dajuan Wagner","4",2002
"7","Nene Hilario","14",2002
"8","Chris Wilcox","11",2002
"9","Amar'e Stoudemire","14",2002
"10","Caron Butler","14",2002
"11","Jared Jeffries","11",2002
"12","Melvin Ely","9",2002
"13","Marcus Haislip","4",2002
"14","Fred Jones","7",2002
"15","Bostjan Nachbar","6",2002
"16","Jiri Welsch","4",2002
"17","Juan Dixon","7",2002
"18","Curtis Borchardt","2",2002
"19","Ryan Humphrey","3",2002
"20","Kareem Rush","7",2002
"21","Qyntel Woods","4",2002
"22","Casey Jacobsen","4",2002
"23","Tayshaun Prince","14",2002
"24","Nenad Krstic","7",2002
"25","Frank Williams","3",2002
"26","John Salmons","13",2002
"27","Chris Jefferies","2",2002
"28","Dan Dickau","6",2002
"29","Steve Logan","",2002
"30","Roger Mason","10",2002
"31","Robert Archibald","2",2002
"32","Vincent Yarbrough","1",2002
"33","Dan Gadzuric","10",2002
"34","Carlos Boozer","13",2002
"35","Milos Vujanic","",2002
"36","David Andersen","2",2002
"37","Tito Maddox","1",2002
"38","Rod Grizzard","",2002
"39","Juan Carlos Navarro","1",2002
"40","Mario Kasun","2",2002
"41","Ronald Murray","8",2002
"42","Jason Jennings","",2002
"43","Lonny Baxter","4",2002
"44","Sam Clancy","",2002
"45","Matt Barnes","13",2002
"46","Jamal Sampson","5",2002
"47","Chris Owens","1",2002
"48","Peter Fehse","",2002
"49","Darius Songaila","8",2002
"50","Federico Kammerichs","",2002
"51","Marcus Taylor","",2002
"52","Rasual Butler","13",2002
"53","Tamar Slay","3",2002
"54","Mladen Sekularac","",2002
"55","Luis Scola","9",2002
"56","Randy Holcomb","1",2002
"57","Corsley Edwards","1",2002
"1","LeBron James","13",2003
"2","Darko Milicic","10",2003
"3","Carmelo Anthony","13",2003
"4","Chris Bosh","13",2003
"5","Dwyane Wade","13",2003
"6","Chris Kaman","13",2003
"7","Kirk Hinrich","13",2003
"8","T.J. Ford","8",2003
"9","Mike Sweetney","4",2003
"10","Jarvis Hayes","7",2003
"11","Mickael Pietrus","10",2003
"12","Nick Collison","12",2003
"13","Marcus Banks","8",2003
"14","Luke Ridnour","12",2003
"15","Reece Gaines","3",2003
"16","Troy Bell","1",2003
"17","Zarko Cabarkapa","3",2003
"18","David West","13",2003
"19","Sasha Pavlovic","10",2003
"20","Dahntay Jones","12",2003
"21","Boris Diaw","13",2003
"22","Zoran Planinic","3",2003
"23","Travis Outlaw","11",2003
"24","Brian Cook","9",2003
"25","Carlos Delfino","8",2003
"26","Ndudi Ebi","2",2003
"27","Kendrick Perkins","13",2003
"28","Leandro Barbosa","13",2003
"29","Josh Howard","10",2003
"30","Maciej Lampe","3",2003
"31","Jason Kapono","9",2003
"32","Luke Walton","10",2003
"33","Jerome Beasley","1",2003
"34","Sofoklis Schortsanitis","",2003
"35","Szymon Szewczyk","",2003
"36","Mario Austin","",2003
"37","Travis Hansen","1",2003
"38","Steve Blake","13",2003
"39","Slavko Vranes","1",2003
"40","Derrick Zimmerman","1",2003
"41","Willie Green","12",2003
"42","Zaza Pachulia","13",2003
"43","Keith Bogans","11",2003
"44","Malick Badiane","",2003
"45","Matt Bonner","12",2003
"46","Sani Becirovic","",2003
"47","Mo Williams","13",2003
"48","James Lang","1",2003
"49","James Jones","13",2003
"50","Paccelis Morlende","",2003
"51","Kyle Korver","13",2003
"52","Remon Van de Hare","",2003
"53","Tommy Smith","",2003
"54","Nedzad Sinanovic","",2003
"55","Rick Rickert","",2003
"56","Brandon Hunter","2",2003
"57","Xue Yuyang","",2003
"58","Andreas Glyniadakis","1",2003
"1","Dwight Howard","12",2004
"2","Emeka Okafor","9",2004
"3","Ben Gordon","11",2004
"4","Shaun Livingston","11",2004
"5","Devin Harris","12",2004
"6","Josh Childress","8",2004
"7","Luol Deng","12",2004
"8","Rafael Araujo","3",2004
"9","Andre Iguodala","12",2004
"10","Luke Jackson","4",2004
"11","Andris Biedrins","10",2004
"12","Robert Swift","4",2004
"13","Sebastian Telfair","10",2004
"14","Kris Humphries","12",2004
"15","Al Jefferson","12",2004
"16","Kirk Snyder","4",2004
"17","Josh Smith","12",2004
"18","J.R. Smith","12",2004
"19","Dorell Wright","11",2004
"20","Jameer Nelson","12",2004
"21","Pavel Podkolzin","2",2004
"22","Viktor Khryapa","4",2004
"23","Sergei Monia","1",2004
"24","Delonte West","8",2004
"25","Tony Allen","12",2004
"26","Kevin Martin","12",2004
"27","Sasha Vujacic","9",2004
"28","Beno Udrih","12",2004
"29","David Harrison","4",2004
"30","Anderson Varejao","12",2004
"31","Jackson Vroman","2",2004
"32","Peter John Ramos","1",2004
"33","Lionel Chalmers","1",2004
"34","Donta Smith","2",2004
"35","Andre Emmett","2",2004
"36","Antonio Burks","2",2004
"37","Royal Ivey","10",2004
"38","Chris Duhon","9",2004
"39","Albert Miralles","",2004
"40","Justin Reed","3",2004
"41","David Young","",2004
"42","Viktor Sanikidze","",2004
"43","Trevor Ariza","12",2004
"44","Tim Pickett","",2004
"45","Bernard Robinson","3",2004
"46","Ha Seung-Jin","2",2004
"47","Pape Sow","3",2004
"48","Ricky Minard","",2004
"49","Sergei Lishouk","",2004
"50","Vassilis Spanoulis","1",2004
"51","Christian Drejer","",2004
"52","Romain Sato","",2004
"53","Matt Freije","2",2004
"54","Rickey Paulding","",2004
"55","Luis Flores","1",2004
"56","Marcus Douthit","",2004
"57","Sergei Karaulov","",2004
"58","Blake Stepp","",2004
"59","Rashad Wright","",2004
"1","Andrew Bogut","11",2005
"2","Marvin Williams","11",2005
"3","Deron Williams","11",2005
"4","Chris Paul","11",2005
"5","Raymond Felton","11",2005
"6","Martell Webster","10",2005
"7","Charlie Villanueva","11",2005
"8","Channing Frye","10",2005
"9","Ike Diogu","6",2005
"10","Andrew Bynum","8",2005
"11","Fran Vazquez","",2005
"12","Yaroslav Korolev","2",2005
"13","Sean May","4",2005
"14","Rashad McCants","4",2005
"15","Antoine Wright","6",2005
"16","Joey Graham","6",2005
"17","Danny Granger","10",2005
"18","Gerald Green","9",2005
"19","Hakim Warrick","8",2005
"20","Julius Hodge","2",2005
"21","Nate Robinson","11",2005
"22","Jarrett Jack","11",2005
"23","Francisco Garcia","10",2005
"24","Luther Head","6",2005
"25","Johan Petro","8",2005
"26","Jason Maxiell","10",2005
"27","Linas Kleiza","7",2005
"28","Ian Mahinmi","8",2005
"29","Wayne Simien","2",2005
"30","David Lee","11",2005
"31","Salim Stoudamire","3",2005
"32","Daniel Ewing","2",2005
"33","Brandon Bass","11",2005
"34","C.J. Miles","11",2005
"35","Ricky Sanchez","",2005
"36","Ersan Ilyasova","8",2005
"37","Ronny Turiaf","10",2005
"38","Travis Diener","5",2005
"39","Von Wafer","6",2005
"40","Monta Ellis","11",2005
"41","Roko Ukic","2",2005
"42","Chris Taft","1",2005
"43","Mile Ilic","1",2005
"44","Martynas Andriuskevicius","1",2005
"45","Louis Williams","11",2005
"46","Erazem Lorbek","",2005
"47","Bracey Wright","2",2005
"48","Mickael Gelabale","3",2005
"49","Andray Blatche","9",2005
"50","Ryan Gomes","8",2005
"51","Robert Whaley","1",2005
"52","Axel Hervelle","",2005
"53","Orien Greene","4",2005
"54","Dijon Thompson","2",2005
"55","Lawrence Roberts","2",2005
"56","Amir Johnson","11",2005
"57","Marcin Gortat","9",2005
"58","Uros Slokar","1",2005
"59","Cenk Akyol","",2005
"60","Alex Acker","2",2005
"1","Andrea Bargnani","10",2006
"2","LaMarcus Aldridge","10",2006
"3","Adam Morrison","3",2006
"4","Tyrus Thomas","8",2006
"5","Shelden Williams","6",2006
"6","Brandon Roy","6",2006
"7","Randy Foye","10",2006
"8","Rudy Gay","10",2006
"9","Patrick O'Bryant","4",2006
"10","Mouhamed Sene","3",2006
"11","J.J. Redick","10",2006
"12","Hilton Armstrong","6",2006
"13","Thabo Sefolosha","10",2006
"14","Ronnie Brewer","8",2006
"15","Cedric Simmons","3",2006
"16","Rodney Carney","5",2006
"17","Shawne Williams","7",2006
"18","Oleksiy Pecherov","3",2006
"19","Quincy Douby","3",2006
"20","Renaldo Balkman","6",2006
"21","Rajon Rondo","10",2006
"22","Marcus Williams","4",2006
"23","Josh Boone","4",2006
"24","Kyle Lowry","10",2006
"25","Shannon Brown","9",2006
"26","Jordan Farmar","9",2006
"27","Sergio Rodriguez","4",2006
"28","Maurice Ager","4",2006
"29","Mardy Collins","4",2006
"30","Joel Freeland","3",2006
"31","James White","3",2006
"32","Steve Novak","10",2006
"33","Solomon Jones","8",2006
"34","Paul Davis","4",2006
"35","P.J. Tucker","5",2006
"36","Craig Smith","6",2006
"37","Bobby Jones","2",2006
"38","Kosta Perovic","1",2006
"39","David Noel","1",2006
"40","Denham Brown","",2006
"41","James Augustine","2",2006
"42","Daniel Gibson","7",2006
"43","Marcus Vinicius","2",2006
"44","Lior Eliyahu","",2006
"45","Alexander Johnson","2",2006
"46","Dee Brown","2",2006
"47","Paul Millsap","10",2006
"48","Vladimir Veremeenko","",2006
"49","Leon Powe","5",2006
"50","Ryan Hollins","10",2006
"51","Cheikh Samb","2",2006
"52","Guillermo Diaz","1",2006
"53","Yotam Halperin","",2006
"54","Hassan Adams","2",2006
"55","Ejike Ugboaja","",2006
"56","Edin Bavcic","",2006
"57","Loukas Mavrokefalidis","",2006
"58","J.R. Pinnock","",2006
"59","Damir Markota","1",2006
"60","Will Blalock","1",2006
"1","Greg Oden","3",2007
"2","Kevin Durant","9",2007
"3","Al Horford","9",2007
"4","Mike Conley","9",2007
"5","Jeff Green","8",2007
"6","Yi Jianlian","5",2007
"7","Corey Brewer","9",2007
"8","Brandan Wright","8",2007
"9","Joakim Noah","9",2007
"10","Spencer Hawes","9",2007
"11","Acie Law","4",2007
"12","Thaddeus Young","9",2007
"13","Julian Wright","4",2007
"14","Al Thornton","4",2007
"15","Rodney Stuckey","9",2007
"16","Nick Young","9",2007
"17","Sean Williams","4",2007
"18","Marco Belinelli","9",2007
"19","Javaris Crittenton","2",2007
"20","Jason Smith","8",2007
"21","Daequan Cook","6",2007
"22","Jared Dudley","9",2007
"23","Wilson Chandler","8",2007
"24","Rudy Fernandez","4",2007
"25","Morris Almond","3",2007
"26","Aaron Brooks","8",2007
"27","Arron Afflalo","9",2007
"28","Tiago Splitter","6",2007
"29","Alando Tucker","3",2007
"30","Petteri Koponen","",2007
"31","Carl Landry","9",2007
"32","Gabe Pruitt","2",2007
"33","Marcus Williams","2",2007
"34","Nick Fazekas","1",2007
"35","Glen Davis","8",2007
"36","Jermareo Davidson","2",2007
"37","Josh McRoberts","9",2007
"38","Kyrylo Fesenko","5",2007
"39","Stanko Barac","",2007
"40","Sun Yue","1",2007
"41","Chris Richard","2",2007
"42","Derrick Byars","1",2007
"43","Adam Haluska","",2007
"44","Reyshawn Terry","",2007
"45","Jared Jordan","",2007
"46","Stephane Lasme","1",2007
"47","Dominic McGuire","6",2007
"48","Marc Gasol","8",2007
"49","Aaron Gray","7",2007
"50","Renaldas Seibutis","",2007
"51","JamesOn Curry","1",2007
"52","Taurean Green","1",2007
"53","Demetris Nichols","2",2007
"54","Brad Newley","",2007
"55","Herbert Hill","",2007
"56","Ramon Sessions","9",2007
"57","Sammy Mejia","",2007
"58","Giorgos Printezis","",2007
"59","D.J. Strawberry","1",2007
"60","Milovan Rakovic","",2007
"1","Derrick Rose","7",2008
"2","Michael Beasley","8",2008
"3","O.J. Mayo","8",2008
"4","Russell Westbrook","8",2008
"5","Kevin Love","8",2008
"6","Danilo Gallinari","7",2008
"7","Eric Gordon","8",2008
"8","Joe Alexander","2",2008
"9","D.J. Augustin","8",2008
"10","Brook Lopez","8",2008
"11","Jerryd Bayless","8",2008
"12","Jason Thompson","8",2008
"13","Brandon Rush","8",2008
"14","Anthony Randolph","6",2008
"15","Robin Lopez","8",2008
"16","Marreese Speights","8",2008
"17","Roy Hibbert","8",2008
"18","JaVale McGee","8",2008
"19","J.J. Hickson","8",2008
"20","Alexis Ajinca","6",2008
"21","Ryan Anderson","8",2008
"22","Courtney Lee","8",2008
"23","Kosta Koufos","8",2008
"24","Serge Ibaka","7",2008
"25","Nicolas Batum","8",2008
"26","George Hill","8",2008
"27","Darrell Arthur","7",2008
"28","Donte Greene","4",2008
"29","D.J. White","6",2008
"30","J.R. Giddens","2",2008
"31","Nikola Pekovic","6",2008
"32","Walter Sharpe","1",2008
"33","Joey Dorsey","4",2008
"34","Mario Chalmers","8",2008
"35","DeAndre Jordan","8",2008
"36","Omer Asik","6",2008
"37","Luc Mbah a Moute","8",2008
"38","Kyle Weaver","3",2008
"39","Sonny Weems","4",2008
"40","Chris Douglas-Roberts","6",2008
"41","Nathan Jawai","2",2008
"42","Sean Singletary","1",2008
"43","Patrick Ewing","1",2008
"44","Ante Tomic","",2008
"45","Goran Dragic","8",2008
"46","Trent Plaisted","",2008
"47","Bill Walker","5",2008
"48","Malik Hairston","2",2008
"49","Richard Hendrix","",2008
"50","DeVon Hardin","",2008
"51","Shan Foster","",2008
"52","Darnell Jackson","3",2008
"53","Tadija Dragicevic","",2008
"54","Maarty Leunen","",2008
"55","Mike Taylor","1",2008
"56","Sasha Kaun","1",2008
"57","James Gist","",2008
"58","Joe Crawford","1",2008
"59","Deron Washington","",2008
"60","Semih Erden","2",2008
"1","Blake Griffin","6",2009
"2","Hasheem Thabeet","5",2009
"3","James Harden","7",2009
"4","Tyreke Evans","7",2009
"5","Ricky Rubio","5",2009
"6","Jonny Flynn","3",2009
"7","Stephen Curry","7",2009
"8","Jordan Hill","7",2009
"9","DeMar DeRozan","7",2009
"10","Brandon Jennings","7",2009
"11","Terrence Williams","4",2009
"12","Gerald Henderson","7",2009
"13","Tyler Hansbrough","7",2009
"14","Earl Clark","6",2009
"15","Austin Daye","6",2009
"16","James Johnson","7",2009
"17","Jrue Holiday","7",2009
"18","Ty Lawson","7",2009
"19","Jeff Teague","7",2009
"20","Eric Maynor","5",2009
"21","Darren Collison","7",2009
"22","Victor Claver","3",2009
"23","Omri Casspi","7",2009
"24","Byron Mullens","5",2009
"25","Rodrigue Beaubois","4",2009
"26","Taj Gibson","7",2009
"27","DeMarre Carroll","7",2009
"28","Wayne Ellington","7",2009
"29","Toney Douglas","7",2009
"30","Christian Eyenga","2",2009
"31","Jeff Pendergraph","6",2009
"32","Jermaine Taylor","2",2009
"33","Dante Cunningham","7",2009
"34","Sergio Llull","",2009
"35","DaJuan Summers","4",2009
"36","Sam Young","4",2009
"37","DeJuan Blair","7",2009
"38","Jon Brockman","3",2009
"39","Jonas Jerebko","6",2009
"40","Derrick Brown","3",2009
"41","Jodie Meeks","7",2009
"42","Patrick Beverley","4",2009
"43","Marcus Thornton","7",2009
"44","Chase Budinger","7",2009
"45","Nick Calathes","2",2009
"46","Danny Green","7",2009
"47","Henk Norel","",2009
"48","Taylor Griffin","1",2009
"49","Sergiy Gladyr","",2009
"50","Goran Suton","",2009
"51","Jack McClinton","",2009
"52","A.J. Price","6",2009
"53","Nando De Colo","2",2009
"54","Robert Vaden","",2009
"55","Patrick Mills","7",2009
"56","Ahmad Nivins","",2009
"57","Emir Preldzic","",2009
"58","Lester Hudson","4",2009
"59","Chinemelu Elonu","",2009
"60","Robert Dozier","",2009
"1","John Wall","6",2010
"2","Evan Turner","6",2010
"3","Derrick Favors","6",2010
"4","Wesley Johnson","6",2010
"5","DeMarcus Cousins","6",2010
"6","Ekpe Udoh","5",2010
"7","Greg Monroe","6",2010
"8","Al-Farouq Aminu","6",2010
"9","Gordon Hayward","6",2010
"10","Paul George","6",2010
"11","Cole Aldrich","6",2010
"12","Xavier Henry","5",2010
"13","Ed Davis","6",2010
"14","Patrick Patterson","6",2010
"15","Larry Sanders","5",2010
"16","Luke Babbitt","6",2010
"17","Kevin Seraphin","6",2010
"18","Eric Bledsoe","6",2010
"19","Avery Bradley","6",2010
"20","James Anderson","5",2010
"21","Craig Brackins","2",2010
"22","Elliot Williams","4",2010
"23","Trevor Booker","6",2010
"24","Damion James","4",2010
"25","Dominique Jones","3",2010
"26","Quincy Pondexter","5",2010
"27","Jordan Crawford","4",2010
"28","Greivis Vasquez","6",2010
"29","Daniel Orton","3",2010
"30","Lazar Hayward","3",2010
"31","Tibor Pleiss","1",2010
"32","Dexter Pittman","4",2010
"33","Hassan Whiteside","4",2010
"34","Armon Johnson","2",2010
"35","Nemanja Bjelica","1",2010
"36","Terrico White","",2010
"37","Darington Hobson","1",2010
"38","Andy Rautins","1",2010
"39","Landry Fields","5",2010
"40","Lance Stephenson","6",2010
"41","Jarvis Varnado","2",2010
"42","Da'Sean Butler","",2010
"43","Devin Ebanks","3",2010
"44","Jerome Jordan","2",2010
"45","Paulao Prestes","",2010
"46","Gani Lawal","1",2010
"47","Tiny Gallon","",2010
"48","Latavious Williams","",2010
"49","Ryan Richards","",2010
"50","Solomon Alabi","2",2010
"51","Magnum Rolle","",2010
"52","Luke Harangody","2",2010
"53","Pape Sy","1",2010
"54","Willie Warren","1",2010
"55","Jeremy Evans","6",2010
"56","Hamady N'Diaye","3",2010
"57","Ryan Reid","1",2010
"58","Derrick Caracter","1",2010
"59","Stanley Robinson","",2010
"60","Dwayne Collins","",2010
"1","Kyrie Irving","5",2011
"2","Derrick Williams","5",2011
"3","Enes Kanter","5",2011
"4","Tristan Thompson","5",2011
"5","Jonas Valanciunas","4",2011
"6","Jan Vesely","3",2011
"7","Bismack Biyombo","5",2011
"8","Brandon Knight","5",2011
"9","Kemba Walker","5",2011
"10","Jimmer Fredette","5",2011
"11","Klay Thompson","5",2011
"12","Alec Burks","5",2011
"13","Markieff Morris","5",2011
"14","Marcus Morris","5",2011
"15","Kawhi Leonard","5",2011
"16","Nikola Vucevic","5",2011
"17","Iman Shumpert","5",2011
"18","Chris Singleton","3",2011
"19","Tobias Harris","5",2011
"20","Donatas Motiejunas","4",2011
"21","Nolan Smith","2",2011
"22","Kenneth Faried","5",2011
"23","Nikola Mirotic","2",2011
"24","Reggie Jackson","5",2011
"25","MarShon Brooks","3",2011
"26","Jordan Hamilton","5",2011
"27","JaJuan Johnson","1",2011
"28","Norris Cole","5",2011
"29","Cory Joseph","5",2011
"30","Jimmy Butler","5",2011
"31","Bojan Bogdanovic","2",2011
"32","Justin Harper","2",2011
"33","Kyle Singler","4",2011
"34","Shelvin Mack","5",2011
"35","Tyler Honeycutt","2",2011
"36","Jordan Williams","1",2011
"37","Trey Thompkins","1",2011
"38","Chandler Parsons","5",2011
"39","Jeremy Tyler","3",2011
"40","Jon Leuer","5",2011
"41","Darius Morris","4",2011
"42","Davis Bertans","",2011
"43","Malcolm Lee","3",2011
"44","Charles Jenkins","2",2011
"45","Josh Harrellson","3",2011
"46","Andrew Goudelock","3",2011
"47","Travis Leslie","1",2011
"48","Keith Benson","1",2011
"49","Josh Selby","2",2011
"50","Lavoy Allen","5",2011
"51","Jon Diebler","",2011
"52","Vernon Macklin","1",2011
"53","DeAndre Liggins","3",2011
"54","Milan Macvan","",2011
"55","E'Twaun Moore","5",2011
"56","Chukwudiebere Maduabum","",2011
"57","Targuy Ngombo","",2011
"58","Ater Majok","",2011
"59","Adam Hanga","",2011
"60","Isaiah Thomas","5",2011
"1","Anthony Davis","4",2012
"2","Michael Kidd-Gilchrist","4",2012
"3","Bradley Beal","4",2012
"4","Dion Waiters","4",2012
"5","Thomas Robinson","4",2012
"6","Damian Lillard","4",2012
"7","Harrison Barnes","4",2012
"8","Terrence Ross","4",2012
"9","Andre Drummond","4",2012
"10","Austin Rivers","4",2012
"11","Meyers Leonard","4",2012
"12","Jeremy Lamb","4",2012
"13","Kendall Marshall","4",2012
"14","John Henson","4",2012
"15","Maurice Harkless","4",2012
"16","Royce White","1",2012
"17","Tyler Zeller","4",2012
"18","Terrence Jones","4",2012
"19","Andrew Nicholson","4",2012
"20","Evan Fournier","4",2012
"21","Jared Sullinger","4",2012
"22","Fab Melo","1",2012
"23","John Jenkins","4",2012
"24","Jared Cunningham","4",2012
"25","Tony Wroten","4",2012
"26","Miles Plumlee","4",2012
"27","Arnett Moultrie","2",2012
"28","Perry Jones","3",2012
"29","Marquis Teague","2",2012
"30","Festus Ezeli","3",2012
"31","Jeff Taylor","3",2012
"32","Tomas Satoransky","",2012
"33","Bernard James","3",2012
"34","Jae Crowder","4",2012
"35","Draymond Green","4",2012
"36","Orlando Johnson","3",2012
"37","Quincy Acy","4",2012
"38","Quincy Miller","3",2012
"39","Khris Middleton","4",2012
"40","Will Barton","4",2012
"41","Tyshawn Taylor","2",2012
"42","Doron Lamb","2",2012
"43","Mike Scott","4",2012
"44","Kim English","1",2012
"45","Justin Hamilton","2",2012
"46","Darius Miller","3",2012
"47","Kevin Murphy","1",2012
"48","Kostas Papanikolaou","2",2012
"49","Kyle O'Quinn","4",2012
"50","Izzet Turkyilmaz","",2012
"51","Kris Joseph","1",2012
"52","Ognjen Kuzmic","2",2012
"53","Furkan Aldemir","1",2012
"54","Tornike Shengelia","2",2012
"55","Darius Johnson-Odom","2",2012
"56","Tomislav Zubcic","",2012
"57","Ilkan Karaman","",2012
"58","Robbie Hummel","2",2012
"59","Marcus Denmon","",2012
"60","Robert Sacre","4",2012
"1","Anthony Bennett","3",2013
"2","Victor Oladipo","3",2013
"3","Otto Porter","3",2013
"4","Cody Zeller","3",2013
"5","Alex Len","3",2013
"6","Nerlens Noel","2",2013
"7","Ben McLemore","3",2013
"8","Kentavious Caldwell-Pope","3",2013
"9","Trey Burke","3",2013
"10","C.J. McCollum","3",2013
"11","Michael Carter-Williams","3",2013
"12","Steven Adams","3",2013
"13","Kelly Olynyk","3",2013
"14","Shabazz Muhammad","3",2013
"15","Giannis Antetokounmpo","3",2013
"16","Lucas Nogueira","2",2013
"17","Dennis Schroder","3",2013
"18","Shane Larkin","3",2013
"19","Sergey Karasev","3",2013
"20","Tony Snell","3",2013
"21","Gorgui Dieng","3",2013
"22","Mason Plumlee","3",2013
"23","Solomon Hill","3",2013
"24","Tim Hardaway","3",2013
"25","Reggie Bullock","3",2013
"26","Andre Roberson","3",2013
"27","Rudy Gobert","3",2013
"28","Livio Jean-Charles","",2013
"29","Archie Goodwin","3",2013
"30","Nemanja Nedovic","1",2013
"31","Allen Crabbe","3",2013
"32","Alex Abrines","",2013
"33","Carrick Felix","1",2013
"34","Isaiah Canaan","3",2013
"35","Glen Rice","2",2013
"36","Ray McCallum","3",2013
"37","Tony Mitchell","1",2013
"38","Nate Wolters","2",2013
"39","Jeff Withey","3",2013
"40","Grant Jerrett","1",2013
"41","Jamaal Franklin","2",2013
"42","Pierre Jackson","",2013
"43","Ricky Ledo","2",2013
"44","Mike Muscala","3",2013
"45","Marko Todorovic","",2013
"46","Erick Green","2",2013
"47","Raul Neto","1",2013
"48","Ryan Kelly","3",2013
"49","Erik Murphy","1",2013
"50","James Ennis","2",2013
"51","Romero Osby","",2013
"52","Lorenzo Brown","3",2013
"53","Colton Iverson","",2013
"54","Arsalan Kazemi","",2013
"55","Joffrey Lauvergne","2",2013
"56","Peyton Siva","1",2013
"57","Alex Oriakhi","",2013
"58","Deshaun Thomas","",2013
"59","Bojan Dubljevic","",2013
"60","Janis Timma","",2013
"1","Andrew Wiggins","2",2014
"2","Jabari Parker","2",2014
"3","Joel Embiid","",2014
"4","Aaron Gordon","2",2014
"5","Dante Exum","1",2014
"6","Marcus Smart","2",2014
"7","Julius Randle","2",2014
"8","Nik Stauskas","2",2014
"9","Noah Vonleh","2",2014
"10","Elfrid Payton","2",2014
"11","Doug McDermott","2",2014
"12","Dario Saric","",2014
"13","Zach LaVine","2",2014
"14","T.J. Warren","2",2014
"15","Adreian Payne","2",2014
"16","Jusuf Nurkic","2",2014
"17","James Young","2",2014
"18","Tyler Ennis","2",2014
"19","Gary Harris","2",2014
"20","Bruno Caboclo","2",2014
"21","Mitch McGary","2",2014
"22","Jordan Adams","2",2014
